Date,Open,High,Low,Close,Adj Close,Volume
2021-06-07,1391.0,1392.0,1377.300048828125,1389.6500244140625,1236.5380859375,5154576.0
2021-06-08,1396.0,1421.75,1395.550048828125,1412.949951171875,1257.270751953125,7360630.0
2021-06-09,1413.4000244140625,1425.0,1404.5999755859375,1415.300048828125,1259.362060546875,5394317.0
2021-06-10,1424.0,1429.0,1419.0,1424.300048828125,1267.370361328125,3496575.0
2021-06-11,1430.0999755859375,1451.5999755859375,1429.449951171875,1446.9000244140625,1287.4803466796875,6140828.0
2021-06-14,1471.0,1477.0,1453.449951171875,1461.800048828125,1300.73876953125,7132294.0
2021-06-15,1464.0,1476.0,1463.0,1473.9000244140625,1311.505615234375,5403104.0
2021-06-16,1472.699951171875,1489.449951171875,1467.5,1480.5999755859375,1317.46728515625,7661710.0
2021-06-17,1475.0999755859375,1502.6500244140625,1475.0999755859375,1495.300048828125,1330.547607421875,7677951.0
2021-06-18,1509.0,1515.800048828125,1487.4000244140625,1503.300048828125,1337.6661376953125,13533974.0
2021-06-21,1493.0,1505.800048828125,1484.199951171875,1500.300048828125,1334.9967041015625,5454052.0
2021-06-22,1509.699951171875,1521.449951171875,1502.0999755859375,1511.8499755859375,1345.2742919921875,6427862.0
2021-06-23,1525.0,1525.0,1498.6500244140625,1503.1500244140625,1337.53271484375,5529809.0
2021-06-24,1517.0,1568.75,1511.199951171875,1559.199951171875,1387.406982421875,10785137.0
2021-06-25,1572.0,1578.0,1543.0,1574.199951171875,1400.75439453125,9780240.0
2021-06-28,1572.9000244140625,1580.1500244140625,1560.5999755859375,1571.800048828125,1398.618896484375,5019178.0
2021-06-29,1561.0,1573.6500244140625,1559.199951171875,1563.050048828125,1390.8328857421875,5913567.0
2021-06-30,1572.050048828125,1591.0,1572.050048828125,1580.800048828125,1406.627197265625,6058722.0
2021-07-01,1576.8499755859375,1576.8499755859375,1559.050048828125,1560.4000244140625,1388.474853515625,4814317.0
2021-07-02,1558.949951171875,1569.449951171875,1542.5999755859375,1567.800048828125,1395.0596923828125,5166064.0
